Channel ,SKU,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
Others,JNE3457-KR-M,kurta,M,1,INR,313,VASAI VIRAR,MAHARASHTRA,401209,IN,FALSE
Amazon,JNE3449-KR-S,kurta,S,1,INR,301,Varanasi,UTTAR PRADESH,221002,IN,FALSE
Amazon,JNE3542-KR-L,kurta,L,1,INR,330,Faridabad,HARYANA,121005,IN,FALSE
Amazon,J0154-DR-XS,Western Dress,XS,1,INR,366,Quepem,GOA,403714,IN,FALSE
Amazon,SET268-KR-NP-S,Set,S,1,INR,788,MUMBAI,MAHARASHTRA,400084,IN,FALSE
Flipkart,SAR021,Saree,Free,1,INR,399,Secunderabad,TELANGANA,500026,IN,FALSE
Amazon,J0340-TP-L,Top,L,1,INR,599,NEW DELHI,DELHI,110025,IN,FALSE
Ajio,JNE3800-KR-XXL,Western Dress,XXL,1,INR,735,BELAGAVI,KARNATAKA,590001,IN,FALSE
Flipkart,JNE3688-TU-M,Top,M,1,INR,599,NEW DELHI,DELHI,110048,IN,FALSE
Flipkart,J0012-SKD-S,Set,S,1,INR,1137,ALLAHABAD,UTTAR PRADESH,211001,IN,FALSE
Amazon,SAR008,Saree,Free,1,INR,599,GURUGRAM,HARYANA,122006,IN,FALSE
Flipkart,J0333-DR-XXL,Western Dress,XXL,1,INR,825,BANGALORE,KARNATAKA,560033,IN,FALSE
Amazon,J0339-DR-XXL,Western Dress,XXL,1,INR,1091,MEERUT,UTTAR PRADESH,250001,IN,FALSE
Myntra,NW005-ST-PJ-XXXL,Set,3XL,1,INR,599,HARIDWAR,UTTARAKHAND,249408,IN,FALSE
Flipkart,J0003-SET-XL,Set,XL,1,INR,696,JAIPUR,RAJASTHAN,302012,IN,FALSE
Amazon,SAR013,Saree,Free,1,INR,459,Kannur,KERALA,670006,IN,FALSE
Myntra,SET110-KR-PP-M,Set,M,1,INR,729,DHARWAD,KARNATAKA,580001,IN,FALSE
Others,JNE3797-KR-XS,Western Dress,XS,1,INR,735,BOUDH,ODISHA,762014,IN,FALSE
Flipkart,JNE3716-KR-L,kurta,L,1,INR,399,AKOLA,MAHARASHTRA,444001,IN,FALSE
Myntra,J0341-DR-M,Western Dress,M,1,INR,842,WARANGAL,TELANGANA,506002,IN,FALSE
Amazon,J0105-KR-XL,Western Dress,XL,1,INR,999,KOLKATA,WEST BENGAL,700016,IN,TRUE
Flipkart,SAR013,Saree,Free,1,INR,921,JOGABANI,BIHAR,854328,IN,FALSE
Amazon,SET268-KR-NP-XS,Set,XS,1,INR,788,HYDERABAD,TELANGANA,500068,IN,FALSE
Myntra,JNE3567-KR-S,kurta,S,1,INR,399,Bhopal,MADHYA PRADESH,462030,IN,FALSE
Others,J0110-SKD-L,Set,L,1,INR,826,YAMUNANAGAR,HARYANA,135003,IN,FALSE
Nalli,JNE3837-KR-M,kurta,M,1,INR,533,MUMBAI,MAHARASHTRA,400099,IN,FALSE
Flipkart,SAR028,Saree,Free,1,INR,399,Armori,MAHARASHTRA,441208,IN,FALSE
Myntra,JNE3461-KR-XXXL,kurta,3XL,1,INR,363,Kolkata,WEST BENGAL,700017,IN,FALSE
Amazon,SAR014,Saree,Free,1,INR,1299,PATNA,BIHAR,800023,IN,FALSE
Amazon,SAR008,Saree,Free,1,INR,999,BENGALURU,KARNATAKA,560043,IN,FALSE
Amazon,MEN5024-KR-M,kurta,M,1,INR,645,NEW DELHI,DELHI,110096,IN,FALSE
Myntra,MEN5021-KR-XXXL,kurta,3XL,1,INR,754,NAVI MUMBAI,MAHARASHTRA,410210,IN,FALSE
Flipkart,JNE3484-KR-L,kurta,L,1,INR,301,NAVI MUMBAI,MAHARASHTRA,400708,IN,FALSE
Ajio,SET269-KR-NP-XXL,Set,XXL,1,INR,799,COIMBATORE,TAMIL NADU,641062,IN,FALSE
Meesho,JNE2294-KR-A-XXL,kurta,XXL,1,INR,544,NEW DELHI,DELHI,110005,IN,FALSE
Amazon,SAR012,Saree,Free,1,INR,788,HYDERABAD,TELANGANA,500018,IN,FALSE
Flipkart,SAR014,Saree,Free,1,INR,1126,SINGRAULI,MADHYA PRADESH,486889,IN,FALSE
Amazon,SAR008,Saree,Free,1,INR,899,"Mannarkkad , palakkad",KERALA,678593,IN,FALSE
Amazon,SET265-KR-NP-XXL,Set,XXL,1,INR,888,HYDERABAD,TELANGANA,501203,IN,FALSE
Flipkart,SAR025,Saree,Free,1,INR,792,NEW DELHI,DELHI,110015,IN,FALSE
Nalli,SAR010,Saree,Free,1,INR,666,BENGALURU,KARNATAKA,560061,IN,FALSE
Amazon,J0135-SET-M,Set,M,1,INR,591,IMPHAL,MANIPUR,795001,IN,FALSE
Amazon,J0118-TP-XL,Top,XL,1,INR,693,GURUGRAM,HARYANA,122002,IN,FALSE
Amazon,JNE3440-KR-N-M,kurta,M,1,INR,399,CHENNAI,TAMIL NADU,600095,IN,FALSE
Meesho,SET187-KR-DH-XXL,Set,XXL,1,INR,671,GHAZIABAD,UTTAR PRADESH,201014,IN,FALSE
Myntra,JNE3797-KR-M,Western Dress,M,1,INR,735,THIRUVANANTHAPURAM,KERALA,695001,IN,FALSE
Flipkart,JNE3745-KR-XXXL,kurta,3XL,1,INR,292,TIRUPATI,ANDHRA PRADESH,517502,IN,FALSE
Flipkart,SET377-KR-NP-XXL,Set,XXL,1,INR,1238,THRISSUR,KERALA,680002,IN,FALSE
Myntra,JNE3449-KR-S,kurta,S,1,INR,322,VISAKHAPATNAM,ANDHRA PRADESH,530007,IN,FALSE
Amazon,J0301-TP-XS,Top,XS,1,INR,493,ERNAKULAM,KERALA,682036,IN,FALSE
Flipkart,JNE3795-KR-XXL,kurta,XXL,1,INR,517,HYDERABAD,TELANGANA,501505,IN,FALSE
Flipkart,J0341-DR-XXXL,Western Dress,3XL,1,INR,842,CHALAKUDY,KERALA,680731,IN,FALSE
Others,SET374-KR-NP-XS,Set,XS,1,INR,597,Kolkata,WEST BENGAL,700034,IN,FALSE
Amazon,SET344-KR-NP-L,Set,L,1,INR,968,BURDWAN,WEST BENGAL,713104,IN,FALSE
Amazon,SAR024,Saree,Free,1,INR,751,MUMBAI,MAHARASHTRA,400098,IN,FALSE
Myntra,JNE3691-TU-S,Top,S,1,INR,870,MUMBAI,MAHARASHTRA,400088,IN,FALSE
Flipkart,JNE3567-KR-M,kurta,M,1,INR,399,PALANI,TAMIL NADU,624618,IN,FALSE
Amazon,SET224-KR-NP-S,Set,S,1,INR,1369,KARIMNAGAR,TELANGANA,505185,IN,FALSE
Myntra,JNE3703-KR-L,kurta,L,1,INR,301,CHENNAI,TAMIL NADU,600061,IN,FALSE
Others,SET268-KR-NP-M,Set,M,1,INR,788,BENGALURU,KARNATAKA,560077,IN,FALSE
Flipkart,JNE3798-KR-XXXL,Western Dress,3XL,1,INR,725,THIRUVANANTHAPURAM,KERALA,695584,IN,FALSE
Amazon,JNE3797-KR-L,Western Dress,L,1,INR,771,KOZHIKODE,KERALA,673017,IN,FALSE
Flipkart,MEN5011-KR-S,kurta,S,1,INR,499,DHARUHERA,HARYANA,123106,IN,FALSE
Flipkart,JNE3690-TU-S,Top,S,1,INR,487,Nashik,MAHARASHTRA,422003,IN,FALSE
Flipkart,SET288-KR-NP-L,Set,L,1,INR,650,GURUGRAM,HARYANA,122017,IN,FALSE
Nalli,SET265-KR-NP-L,Set,L,1,INR,877,BENGALURU,KARNATAKA,560076,IN,FALSE
Flipkart,JNE3797-KR-A-L,Western Dress,L,1,INR,771,LONI,UTTAR PRADESH,201102,IN,FALSE
Amazon,JNE3795-KR-XS,kurta,XS,1,INR,499,JAGDALPUR,CHHATTISGARH,494001,IN,FALSE
Amazon,SAR020,Saree,Free,1,INR,567,GAYA,BIHAR,823001,IN,FALSE
Flipkart,J0011-LCD-XS,Set,XS,1,INR,1233,NEW DELHI,DELHI,110074,IN,FALSE
Amazon,J0196-TP-XL,Top,XL,1,INR,490,Kolkata,WEST BENGAL,700091,IN,FALSE
Amazon,JNE3797-KR-L,Western Dress,L,1,INR,735,CHENNAI,TAMIL NADU,600069,IN,FALSE
Ajio,BL087-L,Blouse,L,1,INR,774,SAGAR,MADHYA PRADESH,470001,IN,FALSE
Flipkart,SET393-KR-NP-XXXL,Set,3XL,1,INR,1186,MUMBAI,MAHARASHTRA,400104,IN,FALSE
Others,J0095-SET-XXL,Set,XXL,1,INR,633,NEW DELHI,DELHI,110018,IN,FALSE
Flipkart,SET339-KR-NP-L,Set,L,1,INR,702,NEW DELHI,DELHI,110059,IN,FALSE
Ajio,SET144-KR-NP-XL,Set,XL,1,INR,729,HYDERABAD,TELANGANA,500018,IN,FALSE
Flipkart,J0341-DR-XXXL,Western Dress,3XL,1,INR,842,VISAKHAPATNAM,ANDHRA PRADESH,530032,IN,FALSE
Flipkart,SET328-KR-NP-XXL,Set,XXL,1,INR,545,CHANGANACHERRY,KERALA,686103,IN,FALSE
Others,SET357-KR-NP-M,Set,M,1,INR,771,HYDERABAD,TELANGANA,500094,IN,FALSE
Myntra,J0204-TP-XS,Top,XS,1,INR,749,RAJKOT,GUJARAT,360004,IN,FALSE
Flipkart,SAR030,Saree,Free,1,INR,771,CHHINDWARA,MADHYA PRADESH,480001,IN,FALSE
Flipkart,SET397-KR-NP  -M,Set,M,1,INR,999,NOIDA,UTTAR PRADESH,201301,IN,FALSE
Flipkart,NW034-TP-PJ-XXXL,Set,3XL,1,INR,613,JAIPUR,RAJASTHAN,302029,IN,FALSE
Ajio,JNE3721-KR-L,kurta,L,1,INR,292,JAIPUR,RAJASTHAN,302026,IN,FALSE
Amazon,SET110-KR-PP-XS,Set,XS,1,INR,788,CHENNAI,TAMIL NADU,600049,IN,FALSE
Flipkart,JNE3797-KR-XXXL,Western Dress,3XL,1,INR,771,HISAR,HARYANA,125005,IN,FALSE
Flipkart,JNE3800-KR-M,Western Dress,M,1,INR,735,LUCKNOW,UTTAR PRADESH,226011,IN,FALSE
Flipkart,J0338-DR-XXL,Western Dress,XXL,1,INR,791,ETTIMADAI,TAMIL NADU,641112,IN,FALSE
Amazon,JNE3645-TP-N-S,Top,S,1,INR,432,BENGALURU,KARNATAKA,560020,IN,FALSE
Amazon,JNE3620-KR-S,kurta,S,1,INR,315,BENGALURU,KARNATAKA,562130,IN,FALSE
Amazon,JNE3797-KR-XXXL,Western Dress,3XL,1,INR,724,VIJAYAWADA,ANDHRA PRADESH,520012,IN,FALSE
Flipkart,SET405-KR-NP-M,Set,M,1,INR,771,HYDERABAD,TELANGANA,500084,IN,FALSE
Myntra,JNE3457-KR-XL,kurta,XL,1,INR,313,CHIRAWA,RAJASTHAN,333026,IN,FALSE
Myntra,JNE3423-KR-M,kurta,M,1,INR,399,GURUGRAM,HARYANA,122001,IN,FALSE
Others,JNE3522-KR-XL,kurta,XL,1,INR,342,HYDERABAD,TELANGANA,500048,IN,FALSE
Myntra,SET288-KR-NP-XXXL,Set,3XL,1,INR,631,Rohini Sector 8,Delhi,110085,IN,FALSE
Flipkart,SAR006,Saree,Free,1,INR,788,INDORE,MADHYA PRADESH,452016,IN,FALSE
Others,SAR018,Saree,Free,1,INR,811,MUMBAI,MAHARASHTRA,400088,IN,FALSE
Flipkart,J0341-DR-XL,Western Dress,XL,1,INR,743,Vellore,TAMIL NADU,632006,IN,FALSE
Amazon,SET341-KR-NP-XL,Set,XL,1,INR,857,PATNA,BIHAR,800024,IN,FALSE
Nalli,JNE3800-KR-L,Western Dress,L,1,INR,761,BEGUSARAI,BIHAR,851101,IN,FALSE
Flipkart,SET364-KR-NP-M,Set,M,1,INR,1126,BABA BAKALA,PUNJAB,143201,IN,FALSE
Nalli,JNE3813-KR-M,kurta,M,1,INR,635,THANE,MAHARASHTRA,401107,IN,FALSE
Myntra,SET364-KR-NP-M,Set,M,1,INR,1093,KANPUR,UTTAR PRADESH,208012,IN,FALSE
Ajio,SET397-KR-NP  -M,Set,M,1,INR,999,BOKARO STEEL CITY,JHARKHAND,827004,IN,FALSE
Amazon,J0342-TP-XL,Top,XL,1,INR,574,JAIPUR,RAJASTHAN,302006,IN,FALSE
Flipkart,J0341-DR-XL,Western Dress,XL,1,INR,744,BENGALURU,KARNATAKA,560036,IN,FALSE
Others,SET268-KR-NP-S,Set,S,1,INR,788,Hyderabad,TELANGANA,500072,IN,FALSE
Amazon,JNE3405-KR-XS,kurta,XS,1,INR,449,NEW DELHI,DELHI,110059,IN,FALSE
Myntra,SET344-KR-NP-M,Set,M,1,INR,939,New delhi,DELHI,110005,IN,FALSE
Amazon,J0041-SET-XL,Set,XL,1,INR,631,HOWRAH,WEST BENGAL,711106,IN,FALSE
Amazon,JNE3797-KR-XS,Western Dress,XS,1,INR,735,JAIPUR,RAJASTHAN,302012,IN,FALSE
Flipkart,J0341-DR-XS,Western Dress,XS,1,INR,743,Kolkata,WEST BENGAL,700033,IN,FALSE
Amazon,SET397-KR-NP  -M,Set,M,1,INR,1186,GHAZIABAD,UTTAR PRADESH,201017,IN,FALSE
Meesho,J0119-TP-XXL,Top,XXL,1,INR,750,CHIRAWA,RAJASTHAN,333026,IN,FALSE
Amazon,SET268-KR-NP-XL,Set,XL,1,INR,698,Kudukkimotta,KERALA,670592,IN,FALSE
Ajio,J0343-DR-M,Western Dress,M,1,INR,744,MUMBAI,MAHARASHTRA,400066,IN,FALSE
Meesho,JNE2014-KR-178-XS,kurta,XS,1,INR,353,HYDERABAD,TELANGANA,500050,IN,FALSE
Myntra,SET274-KR-PP-XXXL,Set,3XL,1,INR,682,PALANI,TAMIL NADU,624601,IN,FALSE
Myntra,J0386-KR-XXL,kurta,XXL,1,INR,967,DEHRADUN,UTTARAKHAND,248001,IN,FALSE
Flipkart,SET197-KR-NP-XXL,Set,XXL,1,INR,759,KOTHAMANGALAM,KERALA,686691,IN,TRUE
Flipkart,JNE3703-KR-M,kurta,M,1,INR,292,HYDERABAD,TELANGANA,500080,IN,FALSE
Flipkart,SET144-KR-NP-XXL,Set,XXL,1,INR,788,NEW DELHI,DELHI,110092,IN,FALSE
Amazon,SET110-KR-PP-XL,Set,XL,1,INR,729,CHENNAI,TAMIL NADU,600088,IN,FALSE
Amazon,J0341-DR-XL,Western Dress,XL,1,INR,743,PUDUPAKKAM,TAMIL NADU,603103,IN,FALSE
Nalli,SAR025,Saree,Free,1,INR,376,Hyderabad,TELANGANA,500084,IN,FALSE
Amazon,JNE3405-KR-S,kurta,S,1,INR,399,MADANAPALLE,ANDHRA PRADESH,517325,IN,FALSE
Amazon,JNE3793-KR-M,kurta,M,1,INR,349,VELLORE,TAMIL NADU,632009,IN,FALSE
Amazon,JNE3522-KR-M,kurta,M,1,INR,331,VISAKHAPATNAM,ANDHRA PRADESH,530027,IN,FALSE
Ajio,JNE3645-TP-N-XXL,Top,XXL,1,INR,432,FARIDABAD,HARYANA,121002,IN,FALSE
Amazon,JNE3727-KR-M,kurta,M,1,INR,549,MANAKONDUR,TELANGANA,505469,IN,FALSE
Others,JNE3718-KR-XL,kurta,XL,1,INR,458,BENGALURU,KARNATAKA,560086,IN,FALSE
Myntra,SET187-KR-DH-XL,Set,XL,1,INR,671,CHANDIGARH,CHANDIGARH,160002,IN,FALSE
Amazon,PJNE2199-KR-N-6XL,kurta,6XL,1,INR,728,HYDERABAD,TELANGANA,500090,IN,FALSE
Flipkart,SAR029,Saree,Free,1,INR,824,Aluva,KERALA,683108,IN,FALSE
Flipkart,SET392-KR-NP-XS,Set,XS,1,INR,799,BARABANKI,UTTAR PRADESH,225001,IN,FALSE
Flipkart,SET356-KR-NP-XXXL,Set,3XL,1,INR,999,Hubli,KARNATAKA,580031,IN,FALSE
Nalli,J0341-DR-L,Western Dress,L,1,INR,744,CHENNAI,TAMIL NADU,600113,IN,FALSE
Nalli,J0003-SET-S,Set,S,1,INR,655,PUNE,MAHARASHTRA,411013,IN,FALSE
Amazon,JNE3838-KR-M,kurta,M,1,INR,399,THRISSUR,KERALA,680555,IN,FALSE
Amazon,JNE3837-KR-M,kurta,M,1,INR,533,Delhi,DELHI,110051,IN,FALSE
Amazon,SET378-KR-NP-XL,Set,XL,1,INR,1221,Proddatur,ANDHRA PRADESH,516360,IN,FALSE
Meesho,J0157-DR-S,Western Dress,S,1,INR,659,BENGALURU,KARNATAKA,560064,IN,FALSE
Flipkart,J0041-SET-L,Set,L,1,INR,660,BENGALURU,KARNATAKA,560049,IN,FALSE
Flipkart,JNE2291-KR-602-S,kurta,S,1,INR,376,MUMBAI,MAHARASHTRA,400008,IN,FALSE
Myntra,SET392-KR-NP-S,Set,S,1,INR,799,MADURAI,TAMIL NADU,625019,IN,FALSE
Ajio,J0008-SKD-M,Set,M,1,INR,1075,SECUNDERABAD,TELANGANA,500061,IN,FALSE
Nalli,JNE3405-KR-XXXL,kurta,3XL,1,INR,435,WARANGAL,TELANGANA,506001,IN,FALSE
Myntra,JNE3482-KR-XL,kurta,XL,1,INR,330,HYDERABAD,TELANGANA,500075,IN,FALSE
Nalli,J0230-SKD-M,Set,M,1,INR,969,NEW DELHI,DELHI,110075,IN,FALSE
Amazon,JNE3813-KR-S,kurta,S,1,INR,635,PILERU,ANDHRA PRADESH,517214,IN,FALSE
Amazon,SET392-KR-NP-L,Set,L,1,INR,799,IMPHAL,MANIPUR,795001,IN,FALSE
Amazon,JNE3399-KR-M,kurta,M,1,INR,435,LUDHIANA,PUNJAB,141001,IN,FALSE
Flipkart,JNE3567-KR-M,kurta,M,1,INR,399,KOLKATA,WEST BENGAL,700039,IN,FALSE
Flipkart,SET209-KR-PP-M,Set,M,1,INR,507,Jagdalpur,CHHATTISGARH,494001,IN,FALSE
Flipkart,J0341-DR-XXXL,Western Dress,3XL,1,INR,885,AHMEDABAD,GUJARAT,380052,IN,FALSE
Myntra,JNE3405-KR-L,kurta,L,1,INR,399,NEW DELHI,DELHI,110056,IN,FALSE
Myntra,J0341-DR-XS,Western Dress,XS,1,INR,743,RAICHUR,KARNATAKA,584101,IN,FALSE
Myntra,SAR030,Saree,Free,1,INR,429,BENGALURU,KARNATAKA,560016,IN,FALSE
Myntra,J0230-SKD-M,Set,M,1,INR,1163,THANE,MAHARASHTRA,401105,IN,FALSE
Myntra,J0158-DR-XL,Western Dress,XL,1,INR,825,SALASAR,RAJASTHAN,331506,IN,FALSE
Myntra,JNE3429-KR-XL,kurta,XL,1,INR,299,OTTAPPALAM,KERALA,679101,IN,FALSE
Myntra,J0341-DR-XS,Western Dress,XS,1,INR,743,HYDERABAD,TELANGANA,500033,IN,FALSE
Nalli,JNE3546-KR-S,kurta,S,1,INR,468,CHENNAI,TAMIL NADU,600097,IN,FALSE
Myntra,J0207-DR-XXXL,Western Dress,3XL,1,INR,885,HYDERABAD,TELANGANA,500033,IN,FALSE
Myntra,JNE3654-TP-XXL,Top,XXL,1,INR,371,Greater Noida West,UTTAR PRADESH,201306,IN,FALSE
Flipkart,JNE3758-KR-XXXL,kurta,3XL,1,INR,357,BENGALURU,KARNATAKA,560006,IN,FALSE
Ajio,J0349-SET-XL,Set,XL,1,INR,845,KOLKATA,WEST BENGAL,700019,IN,FALSE
Myntra,SET272-KR-PP-XXL,Set,XXL,1,INR,852,BAREILLY,UTTAR PRADESH,243001,IN,FALSE
Others,JNE3797-KR-S,Western Dress,S,1,INR,735,MANNARGUDI,TAMIL NADU,614001,IN,FALSE
Amazon,SAR022,Saree,Free,1,INR,549,DABRA,MADHYA PRADESH,475110,IN,FALSE
Amazon,JNE3718-KR-XXXL,kurta,3XL,1,INR,406,PUNE,MAHARASHTRA,411028,IN,FALSE
Myntra,J0341-DR-XXL,Western Dress,XXL,1,INR,885,PUNE,MAHARASHTRA,412308,IN,FALSE
Flipkart,JNE3465-KR-S,kurta,S,1,INR,491,SHIRDI,MAHARASHTRA,423109,IN,FALSE
Others,JNE3447-KR-L,kurta,L,1,INR,293,CHENNAI,TAMIL NADU,600052,IN,FALSE
Flipkart,JNE3838-KR-XXXL,kurta,3XL,1,INR,487,Chennai,TAMIL NADU,600041,IN,FALSE
Amazon,SET265-KR-NP-M,Set,M,1,INR,888,Gurgaon,HARYANA,122002,IN,FALSE
Myntra,JNE3620-KR-M,kurta,M,1,INR,325,BENGALURU,KARNATAKA,560067,IN,FALSE
Myntra,BL104-M,Blouse,M,1,INR,625,BENGALURU,KARNATAKA,560016,IN,FALSE
Amazon,J0340-TP-M,Top,M,1,INR,908,KALABURGI,KARNATAKA,585102,IN,FALSE
Myntra,JNE3713-TP-N-XS,Top,XS,1,INR,354,PUNE,MAHARASHTRA,411008,IN,FALSE
Myntra,SET365-KR-NP-L,Set,L,1,INR,1066,GUWAHATI,ASSAM,781017,IN,FALSE
Flipkart,JNE3822-KR-XXXL,kurta,3XL,1,INR,474,HYDERABAD,TELANGANA,500004,IN,FALSE
Flipkart,J0341-DR-XS,Western Dress,XS,1,INR,743,BENGALURU,KARNATAKA,560078,IN,FALSE
Amazon,SET269-KR-NP-XL,Set,XL,1,INR,824,GUWAHATI,ASSAM,781033,IN,FALSE
Amazon,MEN5014-KR-XXL,kurta,XXL,1,INR,495,GURUGRAM,HARYANA,122505,IN,FALSE
Flipkart,MEN5025-KR-XXL,kurta,XXL,1,INR,533,SAVNER,MAHARASHTRA,441107,IN,FALSE
Flipkart,SET374-KR-NP-XXL,Set,XXL,1,INR,666,NAVSARI,GUJARAT,396424,IN,FALSE
Amazon,NW001-TP-PJ-XL,Set,XL,1,INR,539,AHMEDABAD,GUJARAT,382445,IN,FALSE
Amazon,MEN5022-KR-XXXL,kurta,3XL,1,INR,533,BENGALURU,KARNATAKA,560064,IN,FALSE
Meesho,JNE3412-KR-XXL,kurta,XXL,1,INR,419,Lakhimpur kheri,UTTAR PRADESH,262701,IN,FALSE
Amazon,JNE3439-KR-XXL,kurta,XXL,1,INR,399,PALGHAR,MAHARASHTRA,401404,IN,FALSE
Flipkart,SET345-KR-NP-XL,Set,XL,1,INR,635,PALANPUR,GUJARAT,385001,IN,FALSE
Amazon,JNE3560-KR-XXL,kurta,XXL,1,INR,481,CHIKKAMAGALURU,KARNATAKA,577181,IN,FALSE
Flipkart,J0244-SKD-XL,Set,XL,1,INR,1176,BHUBANESWAR,ODISHA,751024,IN,FALSE
Amazon,J0117-TP-M,Top,M,1,INR,726,HARIDWAR,UTTARAKHAND,249408,IN,FALSE
Meesho,J0113-TP-XL,Top,XL,1,INR,540,JETPUR NAVAGADH,GUJARAT,360370,IN,FALSE
Flipkart,SET374-KR-NP-S,Set,S,1,INR,666,KOLAR,KARNATAKA,563101,IN,FALSE
Nalli,SET264-KR-NP-XL,Set,XL,1,INR,729,THANJAVUR,TAMIL NADU,613004,IN,FALSE
Amazon,SET359-KR-NP-XXXL,Set,3XL,1,INR,899,THIRUVALLUR,TAMIL NADU,602001,IN,FALSE
Flipkart,JNE3787-KR-L,kurta,L,1,INR,487,RISHIKESH,UTTARAKHAND,249201,IN,FALSE
Ajio,J0340-TP-XS,Top,XS,1,INR,563,AZAMGARH,UTTAR PRADESH,276001,IN,FALSE
Meesho,J0341-DR-S,Western Dress,S,1,INR,744,KOZHIKODE,KERALA,673016,IN,FALSE
Myntra,J0117-TP-M,Top,M,1,INR,726,Hyderabad,TELANGANA,500011,IN,FALSE
Ajio,J0301-TP-XXL,Top,XXL,1,INR,518,NOIDA Extention,UTTAR PRADESH,201303,IN,FALSE
Others,JNE3690-TU-XXL,Top,XXL,1,INR,545,Palwal,HARYANA,121102,IN,FALSE
Myntra,JNE3703-KR-S,kurta,S,1,INR,292,NEW DELHI,DELHI,110001,IN,FALSE
Flipkart,NW005-ST-PJ-L,Set,L,1,INR,562,HYDERABAD,TELANGANA,502325,IN,FALSE
Amazon,JNE3652-TP-N-XL,Top,XL,1,INR,328,NAMSAI,ARUNACHAL PRADESH,792103,IN,FALSE
Flipkart,J0341-DR-L,Western Dress,L,1,INR,832,GHAZIABAD,UTTAR PRADESH,201017,IN,FALSE
Flipkart,SET364-KR-NP-XXL,Set,XXL,1,INR,1126,LUCKNOW,UTTAR PRADESH,226003,IN,FALSE
Flipkart,JNE3797-KR-A-L,Western Dress,L,1,INR,725,BENGALURU,KARNATAKA,560091,IN,FALSE
Flipkart,SET257-KR-PP-S,Set,S,1,INR,568,KOLKATA,WEST BENGAL,700034,IN,FALSE
Meesho,MEN5013-KR-XXXL,kurta,3XL,1,INR,499,Dharamshala,HIMACHAL PRADESH,176215,IN,FALSE
Amazon,SET288-KR-NP-XXL,Set,XXL,1,INR,650,BHOPAL,MADHYA PRADESH,462022,IN,FALSE
Ajio,SET300-KR-NP-M,Set,M,1,INR,967,HYDERABAD,TELANGANA,500097,IN,FALSE
Amazon,SET278-KR-NP-XXL,Set,XXL,1,INR,1442,MUMBAI,MAHARASHTRA,400081,IN,FALSE
Amazon,J0108-SKD-M,Set,M,1,INR,1094,CHENNAI,TAMIL NADU,600082,IN,FALSE
Amazon,JNE3461-KR-L,kurta,L,1,INR,363,KOLKATA,WEST BENGAL,700047,IN,FALSE
Amazon,SET268-KR-NP-S,Set,S,1,INR,698,VISAKHAPATNAM,ANDHRA PRADESH,530001,IN,FALSE
Amazon,J0341-DR-XL,Western Dress,XL,1,INR,832,UPLETA,GUJARAT,360490,IN,FALSE
Amazon,SET187-KR-DH-L,Set,L,1,INR,599,NEW DELHI,DELHI,110086,IN,FALSE
Myntra,JNE3487-KR-XXXL,kurta,3XL,1,INR,335,CHENNAI,TAMIL NADU,600001,IN,FALSE
Amazon,JNE3797-KR-L,Western Dress,L,1,INR,735,DAMOH,MADHYA PRADESH,470661,IN,FALSE
Amazon,J0341-DR-XXXL,Western Dress,3XL,1,INR,842,GUNTUR,ANDHRA PRADESH,522004,IN,FALSE
Amazon,SET291-KR-PP-XL,Set,XL,1,INR,569,LUCKNOW,UTTAR PRADESH,226012,IN,FALSE
Flipkart,JNE3800-KR-L,Western Dress,L,1,INR,735,DEHRADUN,UTTARAKHAND,248001,IN,FALSE
Amazon,J0157-DR-M,Western Dress,M,1,INR,625,Thane,MAHARASHTRA,421204,IN,FALSE
Myntra,SET324-KR-NP-XXXL,Set,3XL,1,INR,597,CHOWWARA,KERALA,683580,IN,FALSE
Amazon,J0399-DR-XS,Western Dress,XS,1,INR,1044,BENGALURU,KARNATAKA,560050,IN,FALSE
Myntra,SET364-KR-NP-M,Set,M,1,INR,1126,JAMMU,JAMMU & KASHMIR,180001,IN,FALSE
Nalli,JNE3634-KR-L,kurta,L,1,INR,511,BALANGIR,ODISHA,767001,IN,FALSE
Amazon,SET392-KR-NP-S,Set,S,1,INR,799,DHANBAD,JHARKHAND,826001,IN,FALSE
Myntra,JNE3719-KR-XXL,kurta,XXL,1,INR,399,DOWLESWARAM,ANDHRA PRADESH,533125,IN,FALSE
Myntra,J0341-DR-XS,Western Dress,XS,1,INR,743,Hyderabad,TELANGANA,500059,IN,FALSE
Flipkart,J0157-DR-XL,Western Dress,XL,1,INR,908,DHARMAPURI,TELANGANA,505425,IN,FALSE
Flipkart,J0341-DR-XL,Western Dress,XL,1,INR,743,HYDERABAD,TELANGANA,500079,IN,FALSE
Amazon,SET397-KR-NP  -M,Set,M,1,INR,1115,BENGALURU,KARNATAKA,560029,IN,FALSE
Myntra,JNE3797-KR-A-XS,Western Dress,XS,1,INR,761,MUMBAI,MAHARASHTRA,400007,IN,FALSE
Meesho,JNE3838-KR-XL,kurta,XL,1,INR,399,GHAZIABAD,UTTAR PRADESH,201014,IN,FALSE
Amazon,SET397-KR-NP-XS,Set,XS,1,INR,969,DEWAS,MADHYA PRADESH,455001,IN,FALSE
Myntra,JNE3761-KR-M,kurta,M,1,INR,301,VELLORE,TAMIL NADU,632002,IN,FALSE
Amazon,SET291-KR-PP-M,Set,M,1,INR,563,NELLORE,ANDHRA PRADESH,524002,IN,FALSE
